22:26:20,2.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:22,4.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:24,6.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:26,8.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:28,10.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:30,12.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:32,14.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:34,16.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:36,18.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:38,20.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:40,22.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:42,24.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:44,26.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:46,28.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:48,30.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:50,32.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:52,34.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:54,36.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
22:26:56,38.04,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00,O,1.61,-46.00,O,0.00,0.00,-1.00
22:26:58,40.04,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00,C,1.61,-46.00,O,0.00,0.00,-1.00
