21:50:17,2.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:50:19,4.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:50:21,6.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:53:56,2.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:53:58,4.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:0,6.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:2,8.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:4,10.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:6,12.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:8,14.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:54:10,16.07,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:38,2.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:40,4.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:42,6.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:44,8.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:46,10.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:48,12.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:50,14.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:52,16.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:54,18.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
21:55:56,20.06,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00,Closed,1.61,-46.00,Off,0.00,0.00,-1.00
